ID,Title,Author,Theme,Difficulty,ClearRate,Stars,PlayersPlayed,Clears,RoundsPlayed,Flag,Tag,Link
1C1C-0000-03EA-DB6F,TERUMAENI2～3KAIYAROU!![KANTAN!!],こう,sw,Easy,59.26%,13,18,16,27,JP,---,https://supermariomakerbookmark.nintendo.net/courses/1C1C-0000-03EA-DB6F
D7E4-0000-03E9-B9A4,Nivel Final gracias Totales [LC],LC,sw,Expert,2.49%,13,21,11,442,PE,---,https://supermariomakerbookmark.nintendo.net/courses/D7E4-0000-03E9-B9A4
878F-0000-03E8-B714,Experiment 6: Spring Jump,Rocall,sw,Easy,54.39%,26,36,31,57,CA,---,https://supermariomakerbookmark.nintendo.net/courses/878F-0000-03E8-B714
B7AB-0000-03E7-97A7,RISING X5 #TEAM MAKER!!,Morillon71,sw,Expert,2.33%,19,47,32,1376,MX,---,https://supermariomakerbookmark.nintendo.net/courses/B7AB-0000-03E7-97A7
5BB4-0000-03E6-16EC,La Bataille Des Murailles,Groove,sw,Super Expert,0.53%,22,39,14,2650,CA,---,https://supermariomakerbookmark.nintendo.net/courses/5BB4-0000-03E6-16EC
27F9-0000-03EC-D4C3,Rhinestone Eyes,Freakin HA,sw,Super Expert,1.96%,24,37,32,1635,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/27F9-0000-03EC-D4C3
9D42-0000-03EC-D855,Heck The POWlice,TearGasJaz,sw,Expert,5.06%,27,40,33,652,SE,Theme,https://supermariomakerbookmark.nintendo.net/courses/9D42-0000-03EC-D855
149E-0000-03EC-6DA5,Mario~defi~Coshise,Coshise,sw,Normal,11.36%,15,21,5,44,FR,---,https://supermariomakerbookmark.nintendo.net/courses/149E-0000-03EC-6DA5
C7FB-0000-03EB-ADF1,Café Matinal,Maggie,sw,Super Expert,0.71%,9,14,4,567,US,---,https://supermariomakerbookmark.nintendo.net/courses/C7FB-0000-03EB-ADF1
79AC-0000-03EB-1CCF,in the Ghost Garden 花園のお化け屋敷,つきこ,sw,Easy,39.34%,18,25,24,61,JP,---,https://supermariomakerbookmark.nintendo.net/courses/79AC-0000-03EB-1CCF
6CE5-0000-03EB-14DD,おはな,Nova/ムロタモ,sw,Expert,4.44%,12,19,11,248,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6CE5-0000-03EB-14DD
45E7-0000-03E9-786D,Rubber Bouncy Castle,Winter,sw,Easy,59.09%,12,16,13,22,US,---,https://supermariomakerbookmark.nintendo.net/courses/45E7-0000-03E9-786D
87B7-0000-03E9-6FFF,Just a Moment,JefeMix,sw,Expert,1.85%,15,20,8,433,US,---,https://supermariomakerbookmark.nintendo.net/courses/87B7-0000-03E9-6FFF
0A77-0000-03E8-7878,♥be fast♥ un poquito de relleno♥,el jose,sw,Super Expert,1.70%,15,20,15,881,US,---,https://supermariomakerbookmark.nintendo.net/courses/0A77-0000-03E8-7878
2B59-0000-03E7-EF05,Canary Mine,Filletus,sw,Expert,8.31%,27,41,26,313,CZ,---,https://supermariomakerbookmark.nintendo.net/courses/2B59-0000-03E7-EF05
0703-0000-03E7-CBC7,DeeDee&#39;s World: Endgame 2,Tyler,sw,Easy,55.56%,9,12,10,18,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/0703-0000-03E7-CBC7
25C8-0000-03E4-DFBF,Brutal Bunny:Hot Sauce Hill Beta,ChinaBunny,sw,Super Expert,0.11%,9,13,1,892,US,---,https://supermariomakerbookmark.nintendo.net/courses/25C8-0000-03E4-DFBF
EAC0-0000-03EA-F062,Whose vine is it anyway?,Iris,sw,Normal,16.23%,41,61,43,265,US,---,https://supermariomakerbookmark.nintendo.net/courses/EAC0-0000-03EA-F062
03DD-0000-03E9-293C,(2ydg) baby face kazoo,Mason,sw,Expert,2.62%,58,87,60,2287,US,---,https://supermariomakerbookmark.nintendo.net/courses/03DD-0000-03E9-293C
4184-0000-03EB-9CB7,Try a little Kaizo (it good 4 U),Trokill,sw,Expert,3.95%,23,34,13,329,US,Traditional,https://supermariomakerbookmark.nintendo.net/courses/4184-0000-03EB-9CB7
0092-0000-03E4-8887,Nivel#5  ⇔ Mid-capa X3 by RS,RafaMaker,sw,Expert,4.94%,23,56,48,971,MX,---,https://supermariomakerbookmark.nintendo.net/courses/0092-0000-03E4-8887
106A-0000-03EB-FB41,Keine ケイ#2さん　サブ りょんりょんさん　♪THX♪,Sさん,sw,Easy,54.29%,17,23,19,35,JP,---,https://supermariomakerbookmark.nintendo.net/courses/106A-0000-03EB-FB41
1211-0000-03EA-E4F0,Surfing on Buzzy Beetles ,pringle,sw,Expert,0.98%,17,46,21,2135,US,---,https://supermariomakerbookmark.nintendo.net/courses/1211-0000-03EA-E4F0
95F0-0000-03E6-B6DB,vuela vuelaaaa parte 2,miguelgs92,sw,Super Expert,0.33%,17,45,7,2101,PE,---,https://supermariomakerbookmark.nintendo.net/courses/95F0-0000-03E6-B6DB
BF8D-0000-03E7-5212,#teamJesury nivel2,GaticoHB,sw,Expert,2.58%,14,27,18,699,MX,---,https://supermariomakerbookmark.nintendo.net/courses/BF8D-0000-03E7-5212
EFC4-0000-03EA-9DDB,鬼畜半自動　　　　【Hold A+↑】長押し,ァィゥェォ~_~♪#,sw,Easy,38.62%,61,88,73,189,JP,---,https://supermariomakerbookmark.nintendo.net/courses/EFC4-0000-03EA-9DDB
FCEB-0000-03EC-B8B2,Silent Ice Blue Castle !,Newt82 ★2★,sw,Easy,93.33%,11,15,14,15,US,---,https://supermariomakerbookmark.nintendo.net/courses/FCEB-0000-03EC-B8B2
8DB6-0000-03EA-7F66,SR|Cindy&#39;s Spring Jump![Mid-Air],Rocall,sw,Expert,12.07%,11,15,7,58,CA,---,https://supermariomakerbookmark.nintendo.net/courses/8DB6-0000-03EA-7F66
BE57-0000-03EA-5F59,Im blue da ba dee da ba Kaizo?!,cupcake,sw,Super Expert,0.64%,11,24,9,1405,DE,---,https://supermariomakerbookmark.nintendo.net/courses/BE57-0000-03EA-5F59
E0CA-0000-03E7-9869,trip,SR|Dan,sw,Expert,0.51%,11,33,8,1583,CA,---,https://supermariomakerbookmark.nintendo.net/courses/E0CA-0000-03E7-9869
5C1E-0000-03E2-D76A,RetrOkieH Level 10,RetrOkieH,sw,Expert,2.25%,11,21,13,579,DE,---,https://supermariomakerbookmark.nintendo.net/courses/5C1E-0000-03E2-D76A
855D-0000-03D5-6C44,♪Get Buzzy♪,Cardboard,sw,Super Expert,1.01%,41,87,41,4055,CA,---,https://supermariomakerbookmark.nintendo.net/courses/855D-0000-03D5-6C44
12EC-0000-03D1-2639,Cheeky SupaStars,SupaPatuka,sw,Expert,0.74%,30,79,12,1612,CA,---,https://supermariomakerbookmark.nintendo.net/courses/12EC-0000-03D1-2639
016F-0000-03E9-D961,Scroll Through Kaizo County,CooZShawn,sw,Expert,1.52%,19,30,14,922,US,---,https://supermariomakerbookmark.nintendo.net/courses/016F-0000-03E9-D961
626B-0000-03E5-8C89,INICIACION AL TEAM JESURY,Morillon71,sw,Easy,68.53%,19,98,98,143,MX,---,https://supermariomakerbookmark.nintendo.net/courses/626B-0000-03E5-8C89
61F2-0000-03E7-D40A,I♥nobu♡,ゆうくん,sw,Expert,9.97%,46,65,38,381,JP,---,https://supermariomakerbookmark.nintendo.net/courses/61F2-0000-03E7-D40A
B74F-0000-03EC-390E,12回サムネのギミックやるだけ　ととと,だいちぃ,sw,Expert,6.17%,8,11,5,81,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B74F-0000-03EC-390E
B83C-0000-03EA-8FE3,ccbBad,Braden δωδ,sw,Super Expert,0.23%,8,17,2,886,CA,---,https://supermariomakerbookmark.nintendo.net/courses/B83C-0000-03EA-8FE3
41E4-0000-03E9-9EEF,TASジャンからのがっつり乗り3回,くるみんチャンネル,sw,Super Expert,0.67%,8,13,2,300,JP,---,https://supermariomakerbookmark.nintendo.net/courses/41E4-0000-03E9-9EEF
9BFE-0000-03E7-B01D,Bloopers of fate (normal diff.),Thomas,sw,Super Expert,2.09%,16,22,13,621,DE,---,https://supermariomakerbookmark.nintendo.net/courses/9BFE-0000-03E7-B01D
008A-0000-03E6-B877,Uno mas: Temper Tantrum Skills,coolwaffle,sw,Easy,84.62%,8,11,11,13,AI,---,https://supermariomakerbookmark.nintendo.net/courses/008A-0000-03E6-B877
C47A-0000-03E6-7E83,Non-Lethal Land 3: Trial Trail,Bethany,sw,Normal,23.08%,8,13,9,39,US,---,https://supermariomakerbookmark.nintendo.net/courses/C47A-0000-03E6-7E83
CCB9-0000-03E4-C9EF,Jurassic Quick Puzzle,GabeMM,sw,Super Expert,0.00%,8,12,0,286,US,---,https://supermariomakerbookmark.nintendo.net/courses/CCB9-0000-03E4-C9EF
0915-0000-03DF-AA50,merry warping 2,steffimjau,sw,Easy,40.00%,8,14,12,30,NO,---,https://supermariomakerbookmark.nintendo.net/courses/0915-0000-03DF-AA50
B508-0000-03DE-BE41,【雲の覇者・黒雲母】SKY式 1コマ　Mario　part5,♪♪♪SKY♪♪♪,sw,Super Expert,0.93%,8,11,1,108,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B508-0000-03DE-BE41
C8FD-0000-03EC-013A,◆ W2-5 Yoshi &#39;N&#39; Cave ◆,3DJerome3D,sw,Normal,18.60%,13,19,8,43,DE,---,https://supermariomakerbookmark.nintendo.net/courses/C8FD-0000-03EC-013A
97EC-0000-03EB-642C,謎仕様パズル~箱入りクラウン~(土管の中ヒントあり),あき,sw,Expert,2.63%,13,18,3,114,JP,---,https://supermariomakerbookmark.nintendo.net/courses/97EC-0000-03EB-642C
848D-0000-03EA-5DE5,クラウンの似顔絵を描いてみました♪(10time),りょうたん♪,sw,Easy,38.71%,13,26,24,62,JP,---,https://supermariomakerbookmark.nintendo.net/courses/848D-0000-03EA-5DE5
8A9E-0000-03EA-0907,初めてのマントダッシュ全自動Y&amp;→,fumihiko,sw,Easy,25.00%,13,22,12,48,JP,---,https://supermariomakerbookmark.nintendo.net/courses/8A9E-0000-03EA-0907
DA67-0000-03E6-9AF5,分かれば簡単にできるコース 3,■TAI■,sw,Easy,54.10%,13,36,33,61,JP,---,https://supermariomakerbookmark.nintendo.net/courses/DA67-0000-03E6-9AF5
A1BD-0000-03D9-CC8D,logo&#39;s air base,Jaime,sw,Expert,3.70%,13,21,6,162,US,---,https://supermariomakerbookmark.nintendo.net/courses/A1BD-0000-03D9-CC8D
F963-0000-03E7-7EF7,P,Rei,sw,Super Expert,0.34%,31,49,3,894,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F963-0000-03E7-7EF7
12E2-0000-03E6-00C8,Ride &#39;em Powboy!,semiblind,sw,Expert,1.09%,31,55,26,2390,US,---,https://supermariomakerbookmark.nintendo.net/courses/12E2-0000-03E6-00C8
82BB-0000-03E9-A90A,♥ ♪Spring♪ For Shūta ♥,Momo,sw,Easy,86.32%,64,105,101,117,US,---,https://supermariomakerbookmark.nintendo.net/courses/82BB-0000-03E9-A90A
F055-0000-03E5-FCA2,Salute to friendship v2 ,beacon,sw,Expert,1.00%,23,46,21,2103,US,---,https://supermariomakerbookmark.nintendo.net/courses/F055-0000-03E5-FCA2
946C-0000-03D3-3BEE,Zero BPM,Dev,sw,Expert,5.88%,56,95,17,289,US,---,https://supermariomakerbookmark.nintendo.net/courses/946C-0000-03D3-3BEE
4732-0000-03E9-E822,とーたんs、いつもあリがとうございます。,K.,sbu,Easy,84.62%,8,13,11,13,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4732-0000-03E9-E822
295E-0000-03E8-829F,マルマル・ガリガリ王　決定戦　3rd 準決勝,*すぎ*,sbu,Expert,5.38%,12,15,5,93,JP,---,https://supermariomakerbookmark.nintendo.net/courses/295E-0000-03E8-829F
5419-0000-03E3-5A91,saltitos 8,erivedder,sbu,Expert,1.55%,8,11,3,194,CL,---,https://supermariomakerbookmark.nintendo.net/courses/5419-0000-03E3-5A91
1278-0000-03E7-A89B,▲イライラ/マルマルのぼり♪【初めてのマルマルギミックコース】▲,スピラン♪Yu.Ta,sbu,Normal,12.20%,23,29,5,41,JP,---,https://supermariomakerbookmark.nintendo.net/courses/1278-0000-03E7-A89B
85DB-0000-03EB-E6E7,[Fixing the Warp Pipe Leakage],JustToast,sbu,Normal,20.37%,19,38,33,162,US,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/85DB-0000-03EB-E6E7
827F-0000-03EB-3DAB,Keep A World,lukas,sbu,Normal,15.52%,19,27,18,116,DE,---,https://supermariomakerbookmark.nintendo.net/courses/827F-0000-03EB-3DAB
F3D8-0000-03EC-7EB9,ドカンに入らないとゴール出禁！ 10,まさかっちんんWWW,sbu,Normal,4.35%,60,78,4,92,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F3D8-0000-03EC-7EB9
51B3-0000-03EC-E800,SMM2発売まで笑顔で駆け抜けようぜ！◇SPEEDRUN◇тнх,シャチ/Shachi,sbu,Normal,21.60%,47,63,46,213,JP,---,https://supermariomakerbookmark.nintendo.net/courses/51B3-0000-03EC-E800
FAC4-0000-03EC-6649,The Mighty Cannonship,romppu,sbu,Easy,44.12%,11,17,15,34,FI,---,https://supermariomakerbookmark.nintendo.net/courses/FAC4-0000-03EC-6649
A254-0000-03EC-36F9,RISINGS U # TEAM MAKER,Morillon71,sbu,Expert,2.56%,11,24,17,663,MX,---,https://supermariomakerbookmark.nintendo.net/courses/A254-0000-03EC-36F9
8698-0000-03EB-845A,Raid the base,Jordan,sbu,Super Expert,1.74%,11,14,12,688,US,---,https://supermariomakerbookmark.nintendo.net/courses/8698-0000-03EB-845A
674D-0000-03EA-ED70,Time Attack 9,Anthony♪,sbu,Super Expert,0.61%,11,17,4,658,US,---,https://supermariomakerbookmark.nintendo.net/courses/674D-0000-03EA-ED70
C00D-0000-03E8-DB03,おひさ,【SMM1】Asih,sbu,Expert,2.09%,11,16,5,239,JP,---,https://supermariomakerbookmark.nintendo.net/courses/C00D-0000-03E8-DB03
FDA5-0000-03CE-FE7B,制/作アイデアが全然思いつかないまま遂に年が終わってしまう...,アルファ,sbu,Easy,32.26%,11,14,10,31,JP,---,https://supermariomakerbookmark.nintendo.net/courses/FDA5-0000-03CE-FE7B
C502-0000-03E8-CE11,SOUTH PARK OF GERMAN~ART 1 !,Sir. Erz 2,sbu,Easy,79.17%,14,21,19,24,DE,---,https://supermariomakerbookmark.nintendo.net/courses/C502-0000-03E8-CE11
0F0F-0000-03D4-6D47,新しい壁ジャンプを考える,わんこそば,sbu,Normal,4.00%,17,22,1,25,JP,---,https://supermariomakerbookmark.nintendo.net/courses/0F0F-0000-03D4-6D47
211A-0000-03D2-615A,Hug the muncher,OGwold,sbu,Expert,4.27%,17,24,5,117,NO,---,https://supermariomakerbookmark.nintendo.net/courses/211A-0000-03D2-615A
3061-0000-03EB-2010,p triple,CN.MS,sbu,Super Expert,0.42%,10,14,2,481,US,---,https://supermariomakerbookmark.nintendo.net/courses/3061-0000-03EB-2010
E179-0000-03EA-9906,Princess Paperplane,meef,sbu,Expert,3.54%,10,17,11,311,DE,---,https://supermariomakerbookmark.nintendo.net/courses/E179-0000-03EA-9906
CC84-0000-03E8-9788,Good bye SMM1 Ratkill Edition,Mattious,sbu,Expert,1.05%,10,15,8,763,AU,---,https://supermariomakerbookmark.nintendo.net/courses/CC84-0000-03E8-9788
2B4C-0000-03E7-6CF1,Balancing act,Kev,sbu,Expert,8.39%,10,17,13,155,GB,---,https://supermariomakerbookmark.nintendo.net/courses/2B4C-0000-03E7-6CF1
6F89-0000-03E6-BBCA,Z-climber,kik.korpus,sbu,Super Expert,0.92%,10,20,9,973,MX,---,https://supermariomakerbookmark.nintendo.net/courses/6F89-0000-03E6-BBCA
03C3-0000-03EC-4684,Keep  ZR,lukas,sbu,Easy,38.30%,13,20,18,47,DE,---,https://supermariomakerbookmark.nintendo.net/courses/03C3-0000-03EC-4684
1F66-0000-03EA-2DB2,le groupe pour tous le monde,le groupe,sbu,Normal,28.57%,13,17,10,35,FR,---,https://supermariomakerbookmark.nintendo.net/courses/1F66-0000-03EA-2DB2
EC6D-0000-03E9-D882,pswitch run,chris,sbu,Expert,1.73%,13,19,13,753,US,---,https://supermariomakerbookmark.nintendo.net/courses/EC6D-0000-03E9-D882
C09D-0000-03EC-0488,チョコレートの部屋♥　mychocolatecollection,りょうた,sbu,Easy,68.42%,19,26,26,38,JP,---,https://supermariomakerbookmark.nintendo.net/courses/C09D-0000-03EC-0488
358F-0000-03EB-B7BB,よたくプチセレクション(),よたく,sbu,Super Expert,0.00%,19,27,0,433,JP,---,https://supermariomakerbookmark.nintendo.net/courses/358F-0000-03EB-B7BB
3EBB-0000-03E6-DE2E,あ,Rei,sbu,Expert,10.00%,19,48,22,220,JP,---,https://supermariomakerbookmark.nintendo.net/courses/3EBB-0000-03E6-DE2E
F077-0000-03EC-C8CD,♥ Playin&#39; in a Tube-Screen TV ♥,Momo,sbu,Normal,12.79%,22,37,22,172,US,---,https://supermariomakerbookmark.nintendo.net/courses/F077-0000-03EC-C8CD
6854-0000-03E3-06C0,実はミルクティ♪と私姉妹なんですよ♪,オレンジ～∀～サブ,sbu,Easy,34.88%,40,57,45,129,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6854-0000-03E3-06C0
3DEE-0000-03EC-CE60,Ride It My Yoshi #GPODT2,Hoagie,sbu,Expert,1.90%,52,79,52,2732,US,Yoshi,https://supermariomakerbookmark.nintendo.net/courses/3DEE-0000-03EC-CE60
EA2E-0000-03EC-6209,17,CN.LlZI,sbu,Super Expert,0.18%,9,15,1,553,JP,---,https://supermariomakerbookmark.nintendo.net/courses/EA2E-0000-03EC-6209
B135-0000-03EC-2815,Zîгсσπīs,The wing,sbu,Super Expert,0.14%,9,13,1,718,DE,---,https://supermariomakerbookmark.nintendo.net/courses/B135-0000-03EC-2815
4D0A-0000-03EB-1C37,めっちゃ楽しい,D3/Miη†,sbu,Normal,32.09%,33,48,43,134,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4D0A-0000-03EB-1C37
2E3A-0000-03EA-03F2,2.まさかっちんんWWW,スピラン★とうっち♂,sbu,Easy,16.28%,12,16,7,43,JP,---,https://supermariomakerbookmark.nintendo.net/courses/2E3A-0000-03EA-03F2
E7E2-0000-03E9-8D42,Gracias por las 300 stars,Morillon71,sbu,Super Expert,1.20%,12,22,7,581,MX,---,https://supermariomakerbookmark.nintendo.net/courses/E7E2-0000-03E9-8D42
80E8-0000-03E9-48A0,&quot;IDon&#39;tWannaGoDownToTheBasement&quot;,theGRIMES,sbu,Super Expert,1.20%,12,17,10,835,US,---,https://supermariomakerbookmark.nintendo.net/courses/80E8-0000-03E9-48A0
B73C-0000-03E8-16ED,Jhonaúneresunjovenazo&lt;3,freddy,sbu,Normal,24.55%,15,87,81,330,MX,---,https://supermariomakerbookmark.nintendo.net/courses/B73C-0000-03E8-16ED
9B2E-0000-03E7-7D30,Castle Dry Bones 2,Ash,sbu,Expert,2.69%,12,17,11,409,US,---,https://supermariomakerbookmark.nintendo.net/courses/9B2E-0000-03E7-7D30
720B-0000-03E5-A73A,:-},Donutboy,sbu,Expert,0.64%,12,17,6,936,DE,---,https://supermariomakerbookmark.nintendo.net/courses/720B-0000-03E5-A73A
3329-0000-03E5-216F,はるかさんのおかげ,Mojakun 3,sbu,Easy,18.42%,9,12,7,38,JP,---,https://supermariomakerbookmark.nintendo.net/courses/3329-0000-03E5-216F
C34F-0000-03D0-ACC8,Nivelazo,Charlie,sbu,Easy,23.96%,41,56,23,96,PE,Gimmick,https://supermariomakerbookmark.nintendo.net/courses/C34F-0000-03D0-ACC8
919E-0000-03EA-0A82,火花三段跳3.0,CN.PP,sbu,Super Expert,0.43%,29,43,6,1381,JP,---,https://supermariomakerbookmark.nintendo.net/courses/919E-0000-03EA-0A82
310E-0000-03EA-0A7D,素朴,CN.LlZI,sbu,Super Expert,0.73%,26,40,7,960,JP,---,https://supermariomakerbookmark.nintendo.net/courses/310E-0000-03EA-0A7D
4C4F-0000-03E5-1C14,ニ通,ゆうと,sbu,Expert,2.40%,69,94,3,125,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4C4F-0000-03E5-1C14
1C45-0000-03B6-B732,Tech #7,しんご,sbu,Easy,10.43%,71,102,22,211,JP,---,https://supermariomakerbookmark.nintendo.net/courses/1C45-0000-03B6-B732
B3B8-0000-03E7-3FEE,teresa様主催の合作~第3面~,おっすー 【やす】,sbu,Expert,2.97%,34,50,18,606,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B3B8-0000-03E7-3FEE
9BF4-0000-03E5-4155,有効の練習,CN.LlZI,sbu,Easy,26.67%,17,23,8,30,JP,---,https://supermariomakerbookmark.nintendo.net/courses/9BF4-0000-03E5-4155
1310-0000-03EC-204E,[予告]　ちょっとしたらガチ面上げます,おっすー 【やす】,sbu,Expert,1.54%,14,23,8,518,JP,---,https://supermariomakerbookmark.nintendo.net/courses/1310-0000-03EC-204E
435A-0000-03EB-241A,One-Shot Trial #16,MarsMatrix,sbu,Normal,12.23%,14,34,28,229,CA,Theme,https://supermariomakerbookmark.nintendo.net/courses/435A-0000-03EB-241A
B43B-0000-03E9-07E3,加速,Rei,sbu,Expert,5.32%,42,78,41,770,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B43B-0000-03E9-07E3
BBAD-0000-03E6-1FC7,MARIO AM MÜNCHNER HAUPTBAHNHOF1!,Sir. Erz 2,sbu,Easy,47.06%,14,19,16,34,DE,---,https://supermariomakerbookmark.nintendo.net/courses/BBAD-0000-03E6-1FC7
6020-0000-03EC-A369,【没コース】　♥♡HONOKA(ほのか)♡♥ (その1),♪ほのか♪,sbu,Expert,4.72%,33,46,16,339,JP,---,https://supermariomakerbookmark.nintendo.net/courses/6020-0000-03EC-A369
B9C3-0000-03EC-13C9,¡¡SPEED←♡♥→RUN!!,Pumpkin,sbu,Expert,6.58%,11,20,10,152,US,---,https://supermariomakerbookmark.nintendo.net/courses/B9C3-0000-03EC-13C9
137D-0000-03EB-6C82,Easy (Collect 3 Red Coins),romppu,sbu,Normal,22.14%,22,33,29,131,FI,---,https://supermariomakerbookmark.nintendo.net/courses/137D-0000-03EB-6C82
C410-0000-03EB-613A,代償,ピクトっち,sbu,Super Expert,0.45%,11,17,4,880,JP,---,https://supermariomakerbookmark.nintendo.net/courses/C410-0000-03EB-613A
71E6-0000-03EB-0DF7,geegee,CN.MS,sbu,Super Expert,0.20%,11,21,2,998,US,---,https://supermariomakerbookmark.nintendo.net/courses/71E6-0000-03EB-0DF7
F36F-0000-03D6-FF97,go up,RecycleBin,sbu,Expert,2.66%,11,16,5,188,CA,---,https://supermariomakerbookmark.nintendo.net/courses/F36F-0000-03D6-FF97
C301-0000-03E6-4122,Extreme Insane Bouncy House !,Newt82 ★2★,sbu,Easy,27.27%,30,41,12,44,US,---,https://supermariomakerbookmark.nintendo.net/courses/C301-0000-03E6-4122
B149-0000-03EC-C084,Difficult Speedrun Challenge #11,シャケおにぎり▲,sbu,Expert,1.59%,8,12,4,251,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B149-0000-03EC-C084
CD86-0000-03EC-9249,Up in The Clouds,Winter,sbu,Expert,7.89%,8,12,9,114,US,---,https://supermariomakerbookmark.nintendo.net/courses/CD86-0000-03EC-9249
011E-0000-03EC-3CBA,wonderful U,CN.MS,sbu,Super Expert,0.68%,8,11,1,147,US,---,https://supermariomakerbookmark.nintendo.net/courses/011E-0000-03EC-3CBA
F625-0000-03EB-9F33,６－飛　全方注意!トゲメット飛行船　Spike top,けいや,sbu,Expert,10.87%,8,11,5,46,JP,---,https://supermariomakerbookmark.nintendo.net/courses/F625-0000-03EB-9F33
7B71-0000-03EA-E300,Just Fire up that Bob-Omb,Filletus,sbu,Normal,26.67%,8,12,8,30,CZ,---,https://supermariomakerbookmark.nintendo.net/courses/7B71-0000-03EA-E300
E7F6-0000-03E9-E941,1000突破したので特にお世話になった方を紹介します！！,スピラン★とうっち♂,sbu,Normal,20.00%,8,11,5,25,JP,---,https://supermariomakerbookmark.nintendo.net/courses/E7F6-0000-03E9-E941
2FAD-0000-03E8-D704,Autofahren in die Höhle in 20SEK,Sarah,sbu,Normal,28.57%,8,11,8,28,DE,---,https://supermariomakerbookmark.nintendo.net/courses/2FAD-0000-03E8-D704
C335-0000-03E8-C08F,マリオ「壁の中を通ってでも砦に入るぞ」ルイージ「え?」【ネタ】,Asかもくなひと,sbu,Easy,100.00%,8,18,18,18,JP,---,https://supermariomakerbookmark.nintendo.net/courses/C335-0000-03E8-C08F
1AC9-0000-03E7-7440,Para-Beetle Panic!,Ryan,sbu,Expert,3.39%,16,26,14,413,US,---,https://supermariomakerbookmark.nintendo.net/courses/1AC9-0000-03E7-7440
7350-0000-03E8-6315,Speed Jump 50sec THX friends ♡♥,★  HUGO  ★,sb,Expert,5.26%,15,21,8,152,FR,---,https://supermariomakerbookmark.nintendo.net/courses/7350-0000-03E8-6315
9B93-0000-03E7-3297,catnip meadows²,Bingo,sb,Easy,65.00%,12,16,13,20,CA,---,https://supermariomakerbookmark.nintendo.net/courses/9B93-0000-03E7-3297
5B64-0000-03E7-1EBE,Run 2 for Monstre,lukas,sb,Easy,44.59%,27,40,33,74,DE,---,https://supermariomakerbookmark.nintendo.net/courses/5B64-0000-03E7-1EBE
B636-0000-03DF-BC42,チュッ チュチュチュチュチューイ♪　　はいっ貴方も,さぶメタリカ,sb,Expert,1.82%,18,24,8,440,JP,---,https://supermariomakerbookmark.nintendo.net/courses/B636-0000-03DF-BC42
5C5C-0000-03DB-757A,pigeon trials: please stop,gecko,sb,Expert,2.90%,18,24,8,276,US,---,https://supermariomakerbookmark.nintendo.net/courses/5C5C-0000-03DB-757A
D1E8-0000-03E3-E06E,i love broken games,beacon,sb,Expert,4.85%,32,112,81,1670,US,---,https://supermariomakerbookmark.nintendo.net/courses/D1E8-0000-03E3-E06E
909C-0000-03EC-45A1,マロンさん　頑張れ！！,chihiro,sb,Easy,66.37%,46,79,75,113,JP,---,https://supermariomakerbookmark.nintendo.net/courses/909C-0000-03EC-45A1
61E5-0000-03EB-E8C5,SM64 ♪Slider♪ THX Heidimario,♪J-Wiz♪,sb,Easy,84.62%,23,34,33,39,US,---,https://supermariomakerbookmark.nintendo.net/courses/61E5-0000-03EB-E8C5
06FE-0000-03DD-E0E2,♥♡♥Happy St. Patrick&#39;s Day!!!♥♡♥,♪★Luna★♪,sb,Easy,68.89%,20,34,31,45,US,---,https://supermariomakerbookmark.nintendo.net/courses/06FE-0000-03DD-E0E2
4C4C-0000-03EB-840F,ナトリウムさん!いつも楽しいコースを有り難う!尊敬しています!,☆ヤキトリッピー★,sb,Easy,34.92%,17,29,22,63,JP,---,https://supermariomakerbookmark.nintendo.net/courses/4C4C-0000-03EB-840F
AEB9-0000-03EA-82F7,[MK8] DK Banana Land for Mythra◆,3DJerome3D,sb,Expert,2.60%,17,23,2,77,DE,---,https://supermariomakerbookmark.nintendo.net/courses/AEB9-0000-03EA-82F7
03EE-0000-03EB-5FEF,Beat Bowser in the cave!,Astix,sb,Expert,4.49%,14,22,12,267,CH,---,https://supermariomakerbookmark.nintendo.net/courses/03EE-0000-03EB-5FEF
BEE2-0000-03EB-C050,・アンケーート・　SMM2を買いますか?　買うor買わない,しゅん,sb,Easy,70.00%,11,15,14,20,JP,---,https://supermariomakerbookmark.nintendo.net/courses/BEE2-0000-03EB-C050
C6B3-0000-03E8-525C,Another Kingdom 3,DaddyJDM,sb,Easy,45.45%,11,17,15,33,US,---,https://supermariomakerbookmark.nintendo.net/courses/C6B3-0000-03E8-525C
3BC1-0000-03E7-E4CD,対称,CN.LlZI,sb,Super Expert,0.24%,22,36,7,2924,JP,---,https://supermariomakerbookmark.nintendo.net/courses/3BC1-0000-03E7-E4CD
